Category ID,Category Name,Category Slug,Category Parent,Category Description
f5b28762-c9b9-4e79-bb9f-4021056468be,Kolíky a lisokolíky,koliky-a-lisokoliky,322b5558432243c0944defe45f907768,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V této kategorii, jak už název napovídá najdete <strong>kopačky kolíky a lisokolíky. Kopačky s kolíkama a lisokolíky</strong> už tedy na Vás čekají, stačí si vybrat jen ty, které chcete.</span></span>"
e832347d-feae-4497-8eb5-8871619cf0a5,Sálovky,salovky,322b5558432243c0944defe45f907768,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>sálovky</strong>, respektive <strong>sálové kopačky</strong> najdete širokou nabídku vysoce kvalitních obuvi určené pro hru ve sportovních halách. <strong>Sálovky</strong> jsou navrženy tak, aby poskytovaly optimální přilnavost a stabilitu na vnitřních površích, jako je dřevěná podlaha.</span></span>"
7038e366-d05a-4d99-8aef-0a511d243bc6,Turfy,turfy,322b5558432243c0944defe45f907768,"<span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V kategorii <strong>Turfy</strong>, alias <strong>kopačky turfy</strong> najdete široký výběr kopaček určených pro hru na umělých površích. <strong>Kopačky turfy</strong> jsou vyrobeny s ohledem na zlepšení trakce a stabilitu na umělém trávníku, poskytují přesné ovládání míče a pohodlí během hry.</span></span>"
46d70ba0-1e9b-45e7-894c-901b62721de6,Basketbalové boty,basketbalove-boty,2375d537-b747-46c0-b229-ce5fbd6addf1,"<p><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kategorii <strong>boty na basketbal</strong>, kde najdete ten správný pár pro své basketbalové dovednosti. Jsme tu, abychom vám přinesli nejnovější trendy a technologie ve světě basketbalové obuvi. Naše <strong>basketbalové boty</strong> jsou navrženy s ohledem na výkon a pohodlí, aby vás podpořily při každém kroku na hřišti.</span></span></span></p>"
627eea1a-febd-4d31-8f90-8fa57eeda08d,Basketbalové oblečení,basketbalove-obleceni,2375d537-b747-46c0-b229-ce5fbd6addf1,"<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kolekci <strong>basketbalového oblečení</strong>, kde najdete ty nejstylovější a funkční kousky pro své basketbalové dovednosti. Přinášíme vám nejnovější trendy ve světě basketbalové módy, abyste mohli na hřišti vyniknout jak svým stylem, tak svým výkonem.</span></span></p>"
01638327-00b2-4c0d-9045-02caaff91988,Basketbalové desky a koše,basketbalove-desky-a-kose,2375d537-b747-46c0-b229-ce5fbd6addf1,"<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kategorii <strong>basketbalových desek a košů</strong>! Zde najdete široký výběr kvalitních a odolných produktů pro ty, kteří milují <a href=""https://www.sportovni-eshop.cz/sporty/basketbal""><span style=""color:#800080;"">basketbal</span></a> a chtějí si užít bezkonkurenční zážitky na hřišti.</span></span></p>

<p>&nbsp;</p>

<p><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">U nás najdete vše, co potřebujete pro dokonalý <strong>basketbalový zážitek</strong>. Bez ohledu na váš věk nebo úroveň dovedností, naše <strong>basketbalové desky a koše</strong> vám pomohou dosáhnout vašich sportovních cílů a užít si spoustu radosti a soutěžení na hřišti. Vyberte si ten nejlepší koš pro vás a začněte si užívat nejvíce vzrušující sport na světě!</span></span></p>"
598471b3-b74c-431e-9f0b-ade55522c2a4,Pánská outdoorová obuv,panska-outdoorova-obuv,3daff46c-dca8-4934-b5c4-a766bbf4b6ff,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte široký výběr <strong>pánské outdoorové obuvi</strong> pro všechny milovníky dobrodružství v přírodě. Vysoce kvalitní <strong>pánské trekové boty</strong> navržené pro pohodlí, odolnost a vynikající trakci na různých terénech. Užijte si výlety, túry a adrenalinové dobrodružství s naší pánskou <strong>outdoorovou obuví</strong>.</span></span></span>"
b63bc0f7-92d2-45e9-9eac-1a0b945cf3aa,Pánské tenisky,panske-tenisky,3daff46c-dca8-4934-b5c4-a766bbf4b6ff,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>pánské sportovní obuvi a pánských tenisek</strong> naleznete široký výběr moderních a pohodlných bot pro všechny sportovní aktivity i stylové každodenní nošení. Zvyšte svůj výkon a vyjádřete svůj osobní styl s našimi kvalitními <strong>pánskými teniskami</strong> a <strong>sportovní obuví.</strong></span></span></span>"
afa8d1c0-9a43-4659-8d18-f21e51c00627,Pánské pantofle,panske-pantofle,3daff46c-dca8-4934-b5c4-a766bbf4b6ff,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>pánských pantoflí</strong> naleznete pohodlné a stylové obuvní volby pro každodenní odpočinek a relaxaci. Vyberte si z naší široké nabídky <strong>pánských pantoflí</strong> a dopřejte svým nohám zasloužený komfort a péči po dlouhém dni.</span></span></span>"
28bf0de2-6bfb-4778-994a-8cb488e4587d,Pánské sandále,panske-sandale,3daff46c-dca8-4934-b5c4-a766bbf4b6ff,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>pánských sandálů</strong> naleznete široký výběr stylových a pohodlných sandálů pro muže. Objevte různé designy a materiály, které vám poskytnou optimální komfort a zároveň vás udrží v trendu. Připravte se na letní dobrodružství s naší kolekcí <strong>pánských sandálů.</strong></span></span></span>"
92b68c68-e991-46d3-8eed-4fccdedf652f,Dámská outdoorová obuv,damska-outdoorova-obuv,2a94a878-97dd-4779-9260-c555b1b447be,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámské outdoorové obuvi</strong> a trekových bot naleznete skvělé volby pro dobrodružné duše. Pohodlné a odolné boty, které vám poskytnou podporu a stabilitu při každém kroku. Objevte naše stylové <strong>dámské trekové boty</strong> navržené pro výlety do přírody i do města. Během svých dobrodružství si užijete komfort a výkon s naší kvalitní outdoorovou obuví pro ženy.</span></span></span>"
e55db7b5-5d8c-4e9b-9e36-6ff93d3c3b32,Dámské tenisky,damske-tenisky,2a94a878-97dd-4779-9260-c555b1b447be,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámských tenisek</strong> a <strong>sportovních bot</strong> naleznete široký výběr moderních a pohodlných bot pro ženy. Vyberte si z různých stylů a designů, které vám umožní být v trendu při sportování i každodenním nošení. Objevte pohodlí a výkon s naší kvalitní <strong>dámskou obuví pro sport i volný čas.</strong></span></span></span>"
d42d5d6e-93bd-4580-a4c4-dfe423c5e25c,Dámské pantofle,damske-pantofle,2a94a878-97dd-4779-9260-c555b1b447be,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámských pantoflí</strong> naleznete pohodlné a stylové volby pro odpočinek a relaxaci. Vyberte si z různých designů a materiálů, které vám poskytnou maximální komfort a péči pro vaše nohy. Užijte si každý okamžik doma nebo ve volné přírodě s našimi kvalitními <strong>dámskými pantoflemi.</strong></span></span></span>"
85806406-d036-44ad-a6af-3e1001fb1096,Dámské sandále,damske-sandale,2a94a878-97dd-4779-9260-c555b1b447be,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V naší kategorii <strong>dámských sandálů</strong> naleznete skvělé volby pro letní styl a pohodlí. Vyberte si z různých designů a materiálů, které vám umožní užívat si teplé počasí a zároveň se cítit pohodlně a stylově. Objevte naše <strong>dámské sandály</strong> navržené pro každodenní pohodu a módní vzhled během horkých letních dnů.</span></span></span>"
6d39ba2f-26ed-408b-9e2b-b482d49901bd,Zimní oblečení,zimni-obleceni,,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Kategorie <strong>""Zimní oblečení""</strong> je vaším ideálním společníkem pro překonání chladných a mrazivých měsíců s teplem, pohodlím a stylem. Tato rozsáhlá nabídka <strong>zimního oblečení</strong> vám umožní připravit se na nízké teploty, sníh a zimu bez toho, abyste museli obětovat svůj osobní styl. Naše <strong>zimní oblečení</strong> je navrženo s důrazem na <strong>kvalitu, tepelnou izolaci a moderní design</strong>, abyste mohli zůstat v teple a ještě k tomu mít styl a to za každého počasí.</span></span></span>"
40fdf856-c079-4bca-bc38-5aa5d6a2a5c9,Zimní bundy,zimni-bundy,6d39ba2f-26ed-408b-9e2b-b482d49901bd,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Kategorie <strong>""Zimní bundy""</strong> je vaším nezbytným průvodcem pro přežití chladných měsíců s pohodlím a stylem. Naše rozmanité a kvalitní <strong>zimní bundy</strong> vám poskytují optimální tepelnou izolaci a ochranu před nepříznivým počasím. V našem výběru naleznete <strong>zimní bundy</strong> pro každý vkus a příležitost, od sportovních modelů pro outdoorové dobrodružství až po elegantní a stylové kousky pro každodenní nošení.</span></span></span>"
bab57002-f651-4dcf-b68a-716419db1283,Zimní kabáty,zimni-kabaty,6d39ba2f-26ed-408b-9e2b-b482d49901bd,"<p><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V této kategorii najdete <strong>kabáty</strong> různých stylů, <strong>včetně park, kabátů s kapucí, bund s kožešinovým límcem a mnoho dalších</strong>. Všechny naše <strong>kabáty</strong> jsou navrženy s ohledem na trendy módy, aby vás udržely v teple a stylově oblečené během celé zimy. Zkuste nyní prozkoumat naši kolekci <strong>zimních kabátů</strong> a najděte ten pravý pro vás.</span></span></span></p>

<p><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Nabízíme široký výběr <strong>zimních kabátů</strong> pro muže, ženy a děti, v různých střizích, barvách a délkách, abychom uspokojili různé vkusy a potřeby. Naše <strong>kabáty</strong> jsou vyrobeny z kvalitních materiálů, které vás udrží v teple a suchu, ať už jste venku na procházce, sportujete nebo jdete do práce.</span></span></span></p>"
09ae05db-f1a9-45d6-ae66-768546f26e7d,Mikiny,mikiny,6d39ba2f-26ed-408b-9e2b-b482d49901bd,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Lifestylové mikiny. Objevte naši kolekci <strong>mikin</strong> pro stylový a pohodlný vzhled ve volném čase. Zkombinujte komfort s moderním designem a vyjádřete svůj osobní styl.</span></span></span>"
c97a80fd-5a82-429b-9d92-53278ba81e08,Zimní čepice,zimni-cepice,6d39ba2f-26ed-408b-9e2b-b482d49901bd,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v naší kategorii <strong>zimních čepic</strong>, kde najdete široký výběr stylových, teplých a pohodlných <em>čepic</em> pro chladné dny. Naše <strong>zimní čepice</strong> jsou navrženy s důrazem na kvalitu a design, aby vám poskytly optimální tepelný komfort a zároveň vás držely v trendu. Prozkoumejte naši nabídku různých střihů, barev a materiálů, abyste našli tu pravou<strong> čepici</strong>, která vám bude důvěrným společníkem během zimních měsíců. Nechte se inspirovat a připravte se na zimu s našimi kvalitními <strong>zimními čepicemi.</strong></span></span></span>"
7eecd10a-32bd-4fb3-8aa5-19c29c15a66c,Dámské kozačky,damske-kozacky,2a94a878-97dd-4779-9260-c555b1b447be,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte širokou paletu <strong>dámských kozaček</strong>, které zdůrazní vaši eleganci a pohodlí. Naše kolekce nabízí nejnovější módní trendy a kvalitní obuv pro každou příležitost. Procházejte naší nabídkou a najděte perfektní páry pro váš šatník. Vaše nohy si zaslouží to nejlepší!</span></span></span>"
7ed96532-1d76-4830-8504-fc3d4f76b17b,Lední hokej,ledni-hokej,3f43939994f344b0adaee7b48a25d4bd,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Vítejte v kategorii každého fanouška <strong>ledního hokeje</strong>. V této kategorii naleznete kompletní výbavu pro váš oblíbený sport! Od profesionálních </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/hokejky""><span style=""color:#800080;""><strong>hokejek</strong></span></a></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">, přes </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/hokejove-chranice""><span style=""color:#800080;""><strong>chrániče na hokej</strong></span></a></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">, </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/hokejove-brusle""><span style=""color:#800080;""><strong>brusle</strong></span></a></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">, </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/hokejove-helmy""><span style=""color:#800080;""><strong>helmy</strong></span></a></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""> až po </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/hokejove-kalhoty""><span style=""color:#800080;"">hokejové kalhoty</span></a></strong></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong> a ostatní sortiment pro hokej</strong>. Vše krásně řazeno. Máme vše pro </span></span></span><strong><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/brankar""><span style=""color:#800080;"">brankáře</span></a></span></span></strong><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">, </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/rozhodci""><span style=""color:#800080;"">rozhodčí</span></a></strong></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">, prostě vše co potřebujete k tomu, abyste podpořili svůj tým na ledě nebo si sami vychutnali radost ze hry. Připravte se na akci na ledě s naším sortimentem vybavení, které oslní každého fanouška <strong>ledního hokeje.</strong></span></span></span>"
c374fcdb-9d50-4837-82c1-8700568c27a8,Hokejové brusle,hokejove-brusle,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte široký výběr <strong>bruslí</strong> pro každého hokejistu. Naše kolekce <strong>hokejových bruslí</strong> nabízí komfort, stabilitu a výkon. Buďte připraveni na super výkony s našimi kvalitními <strong>bruslemi</strong>, které zaručují radost a bezpečnost při každém skluzu a odrazu na ledové ploše.</span></span></span>"
eef85945-b4e6-4d7e-817a-910aea9fcfe8,Hokejky,hokejky,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Ovládněte led s našimi <strong>hokejkami</strong> pro každý styl a úroveň hry. Od profesionálních modelů, až po ty pro začátečníky, naše <strong>hokejky</strong> nabízejí precizní konstrukci, ergonomický design a vynikající výkon. Objevte tu správnou <strong>hokejku</strong> pro váš herní styl a zvedněte svou hru na další úroveň.</span></span></span>"
c74d954a-7e34-453b-a904-cc8d284f2439,Hokejové helmy,hokejove-helmy,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Ochrana a komfort jdou ruku v ruce s našimi <strong>hokejovými helmami</strong>. S různými styly a technologiemi ochrany nabízíme bezpečné a pohodlné hokejové helmy pro každého hráče. Buďte připraveni na s našimi kvalitními <strong>hokejovými helmami</strong>, které chrání a podporují váš výkon.</span></span></span>"
aec0ff51-bc19-44f8-9582-1a70f53c36ac,Hokejové chrániče,hokejove-chranice,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Bezpečnost je na prvním místě s našimi <strong>hokejovými chrániči</strong>. Od ochrany loktů, po ochranu hrudníku a nohou, naše kolekce nabízí špičkovou ochranu pro každého hokejového hráče. Zaručte si ochranu a jistotu na ledě s našimi kvalitními <strong>chrániči na hokej.</strong></span></span></span>"
94e0580d-5c64-4ea0-877f-5fa62546e53b,Hokejové oblečení,hokejove-obleceni,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<p style=""font-family: verdana, geneva, sans-serif; font-size: 14px; color: #000000; line-height: 1.5;"">Výkonnost a ochrana se snoubí v naší <strong>hokejové výstroji</strong>. S maximální pohyblivostí a odolností nabízíme široký výběr <strong>hokejového oblečení a vybavení</strong> pro hráče všech úrovní. Buďte připraveni na led s naší kvalitní <strong>hokejovou výstrojí</strong>, která zajišťuje pohodlí a bezpečnost během hry.</p>"
8c3f80ed-064c-4a0a-b895-01ff497f1a6b,Brankářské vybavení,brankarske-vybaveni,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte široký sortiment <strong>hokejových brankářských potřeb</strong> pro zkušené i začínající <strong>hokejové brankáře</strong>. </span></span></span><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong><a href=""https://www.sportovni-eshop.cz/sporty/ledni-hokej/brankar/lapacky""><span style=""color:#800080;"">Lapačky</span></a></strong></span></span><span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;""><strong>, vyrážečky, betony, masky, brusle, vesty, hokejky, kalhoty a další brankářské doplňky</strong>, které vám poskytne optimální ochranu a výkon na ledě. Nechte se inspirovat naší kategorií hokejových brankářů a vybavte se pro svou brankářskou hru ve stylu profesionálů.</span></span></span>"
f76f3aee-3f4e-4d17-bddd-248b83be28f7,Lapačky,lapacky,8c3f80ed-064c-4a0a-b895-01ff497f1a6b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte špičkové <strong>hokejové lapačky</strong> pro <strong>brankáře</strong>. S precizním designem a moderními technologiemi nabízíme optimální ochranu, pohodlí a kontrolu. Vyberte si z naší široké nabídky <strong>lapaček</strong> a posuňte svou <strong>brankářskou hru</strong> na novou úroveň. Profesionální kvalita pro váš úspěch na ledě!</span></span></span>"
c2ecd4e7-6113-460d-9cb4-4d6ba2a0effc,Rozhodčí,rozhodci,7ed96532-1d76-4830-8504-fc3d4f76b17b,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Pro všechny <strong>hokejové rozhodčí</strong> nabízíme široký výběr profesionálního vybavení a příslušenství v naší kategorii. Od kvalitních <strong>dresů pro rozhodčí</strong> až po nezbytné signální pomůcky. S naším hokejovým vybavením pro <strong>rozhodčí</strong> získáte spolehlivost, pohodlí a bezpečnost na každém utkání. Nechte se inspirovat naší nabídkou a vybavte se na měření fair-play na hokejovém ledě.</span></span></span>"
dbd84962-2bf0-4260-8583-862b94a5cde7,Muži,muzi,,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Prozkoumejte naši kategorii <strong>Muži</strong>, kde nabízíme široký výběr oblečení a doplňků pro moderního muže. Značkové kousky za bezkonkurenční ceny, které zvýrazní váš jedinečný styl a posílí sebevědomí. Důležité momenty zvládnete s elegancí a pohodlím.</span></span></span>"
31b0c4d4-c9d0-4c3b-b3fd-08a353da4699,Ženy,zeny,,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">V kategorii <strong>Ženy</strong> najdete vše, co potřebujete pro dokonalý vzhled. Od nejnovějších modních trendů až po kvalitní kosmetiku, vše za bezkonkurenční ceny. Vyberte si z naší široké nabídky a upravte svůj styl podle svých představ.</span></span></span>"
050ea130-dc4a-4844-8eff-4841acbd03f9,Děti,deti,,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši širokou kolekci <strong>dětských</strong> produktů, které jsou navrženy tak, aby rozvíjely kreativitu a představivost vašich dětí. Nabízíme kvalitní oblečení a doplňky, které potěší každé dítě.</span></span></span>"
f8880664-d2cc-498f-90b2-f025c4c833d5,Pánské oblečení,panske-obleceni,dbd84962-2bf0-4260-8583-862b94a5cde7,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte širokou škálu <strong>pánského oblečení</strong> v našem e-shopu. Nabízíme kvalitní a stylové kusy pro každou příležitost. Zvyšte své sebevědomí a podtrhněte svůj styl s naší neodolatelnou nabídkou.</span></span></span>"
25d99e7b-e8e0-47ee-a612-773332a780f5,Pánské doplňky,panske-doplnky,dbd84962-2bf0-4260-8583-862b94a5cde7,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Podmaněte svůj styl s naší širokou škálou <strong>pánských doplňků</strong>. Od kvalitních hodinek až po elegantní kravaty, nabízíme ty nejžádanější kousky, které z vašeho vzhledu udělají nezapomenutelný dojem.</span></span></span>"
5372b982-4f66-4e25-89b8-c0f6005d85e1,Dámské oblečení,damske-obleceni,31b0c4d4-c9d0-4c3b-b3fd-08a353da4699,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Oživte svůj šatník s naší rozmanitou kolekcí <strong>dámského oblečení</strong>. Od elegantních šatů, přes pohodlné džíny až po trendy doplňky - naše nabídka je designována tak, aby vyhovovala každé příležitosti a osobnímu stylu. Podtrhněte svou jedinečnost a cítěte se báječně s každým kouskem z naší kategorie dámského oblečení.</span></span></span>"
c12d6cd4-2367-453a-afba-7edcf7747433,Dámské doplňky,damske-doplnky,31b0c4d4-c9d0-4c3b-b3fd-08a353da4699,"<span style=""color:#000000;""><span style=""font-size:14px;""><span style=""font-family:verdana,geneva,sans-serif;"">Objevte naši širokou škálu <strong>dámských doplňků</strong>, které vám dodají tu pravou jiskru a jedinečnost. Každý kousek je precizně vyrobený, aby vyhovoval vašemu stylu a potřebám. Nechte se inspirovat a zkrášlete svůj každodenní outfit těmito nezbytnými kousky.</span></span></span>"
